Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,76.1517105102539,74.91211700439453,75.99444580078125,74.98612213134766,415400.0,57.862850189208984
2010-01-04,77.02127838134766,75.58741760253906,75.95744323730469,76.92877197265625,1131400.0,59.361907958984375
2010-01-05,76.92877197265625,75.76318359375,76.6882553100586,76.29047393798828,790100.0,58.86937713623047
2010-01-06,76.48473358154297,75.39315795898438,75.8556900024414,75.66142272949219,1248600.0,58.38395690917969
2010-01-07,75.92044067382812,74.81036376953125,75.67992401123047,75.22663879394531,1514400.0,58.04845428466797
2010-01-08,76.0592041015625,74.88436889648438,75.06012725830078,75.70767974853516,1244800.0,58.41965866088867
2010-01-11,77.28954315185547,76.10546112060547,76.48473358154297,77.09528350830078,1197600.0,59.490421295166016
2010-01-12,76.9565200805664,75.63367462158203,76.24421691894531,76.11470794677734,949100.0,58.73374938964844
2010-01-13,76.88251495361328,75.63367462158203,76.20721435546875,76.8732681274414,874600.0,59.319087982177734
2010-01-14,77.52081298828125,75.67992401123047,76.74375915527344,75.92044067382812,663400.0,58.58381652832031
2010-01-15,76.74375915527344,75.80943298339844,76.0684585571289,76.5679931640625,1542200.0,59.08347702026367
2010-01-19,76.81776428222656,75.846435546875,76.73450469970703,76.39222717285156,1415100.0,58.947872161865234
2010-01-20,75.8556900024414,75.0416259765625,75.8556900024414,75.3746566772461,1315100.0,58.16266632080078
2010-01-21,76.14246368408203,73.82978820800781,75.2451400756836,73.87603759765625,1546800.0,57.006263732910156
2010-01-22,74.81961059570312,72.1276626586914,73.87603759765625,72.22016906738281,1953400.0,55.72854232788086
2010-01-25,74.87511444091797,73.16373443603516,73.16373443603516,74.2460708618164,1942000.0,57.29180908203125
2010-01-26,75.00462341308594,73.08048248291016,73.51526641845703,73.61701965332031,1482200.0,56.806400299072266
2010-01-27,74.23681640625,71.9056396484375,73.61701965332031,72.95097351074219,1842200.0,56.29245376586914
2010-01-28,73.5245132446289,71.16558837890625,73.28399658203125,71.26734161376953,1456500.0,54.99326705932617
2010-01-29,71.77613067626953,70.22201538085938,71.36910247802734,70.26827239990234,2528100.0,54.22234344482422
2010-02-01,71.3043441772461,69.68547821044922,70.90657043457031,71.05458068847656,2507200.0,54.829097747802734
2010-02-02,71.8223876953125,70.3052749633789,71.09158325195312,70.87881469726562,1597300.0,54.693458557128906
2010-02-03,71.20259094238281,70.02775573730469,70.5087890625,70.48103332519531,1322600.0,54.38652801513672
2010-02-04,70.26827239990234,68.14060974121094,69.86123657226562,68.16836547851562,1612400.0,52.60195541381836
2010-02-05,63.9870491027832,60.17576217651367,62.5809440612793,63.496761322021484,10094300.0,48.99711608886719
2010-02-08,64.93061828613281,62.9232177734375,63.56151580810547,63.228492736816406,3684300.0,48.790122985839844
2010-02-09,63.6910285949707,62.414432525634766,62.80295944213867,62.858463287353516,4046300.0,48.50458526611328
2010-02-10,63.92229461669922,62.062904357910156,63.92229461669922,63.10823440551758,4041300.0,48.69731140136719
2010-02-11,63.91304397583008,62.44218444824219,63.200740814208984,63.27474594116211,3649100.0,48.82579803466797
2010-02-12,64.02405548095703,61.97964859008789,62.59944534301758,63.39500427246094,3714400.0,48.91859817504883
2010-02-16,65.28214263916016,63.77428436279297,64.11656188964844,65.1341323852539,2036700.0,50.26059341430664
2010-02-17,66.60499572753906,64.59759521484375,65.19889068603516,64.92137145996094,3034300.0,50.0964241027832
2010-02-18,65.18038940429688,64.4403305053711,65.03237915039062,64.70860290527344,2204400.0,49.93223190307617
2010-02-19,64.7548599243164,63.91304397583008,64.66234588623047,64.42182922363281,2036200.0,49.7109489440918
2010-02-22,64.77336120605469,64.29232025146484,64.4495849609375,64.68085479736328,3554300.0,49.910823822021484
2010-02-23,65.30064392089844,64.4403305053711,64.57909393310547,64.81961059570312,3593800.0,50.01789474487305
2010-02-24,65.06938171386719,64.47733306884766,65.06938171386719,64.63459777832031,4476400.0,49.875125885009766
2010-02-25,64.12580871582031,63.200740814208984,64.05180358886719,63.81128692626953,2542800.0,49.239830017089844
2010-02-26,64.07030487060547,63.33024978637695,63.885292053222656,63.44125747680664,2203400.0,48.95429611206055
2010-03-01,64.02405548095703,62.94171905517578,63.644771575927734,63.97779846191406,2357900.0,49.368316650390625
2010-03-02,65.68917846679688,64.21831512451172,64.4495849609375,65.3746566772461,2641900.0,50.44619369506836
2010-03-03,66.30897521972656,65.23589324951172,65.8556900024414,65.97594451904297,2241300.0,50.910186767578125
2010-03-04,66.64199829101562,65.68917846679688,66.10546112060547,66.50323486328125,2690600.0,51.31705856323242
2010-03-05,68.02960205078125,66.60499572753906,66.90101623535156,67.99259948730469,2875000.0,52.46632385253906
2010-03-08,68.7789077758789,68.03885650634766,68.03885650634766,68.64014434814453,2971500.0,52.966007232666016
2010-03-09,69.02867889404297,68.05735778808594,68.30712127685547,68.66790008544922,2672500.0,52.98741149902344
